LineNum,Prices,Estimates,ClassicResidual,KalmanResidual,CorrectedKalmanResidual
88,96.6300000000,99.7310919940,-3.1011334537,-16181.1743751248,-16144.2820113996,
89,95.9400000000,96.6206864839,-0.6807424708,-3498.5703997546,-3507.0992866110,
90,96.0900000000,95.9306102494,0.1593318004,821.7197597178,790.1839962446,
91,96.6700000000,96.0806286629,0.5893138752,3078.9094112842,3091.3965166444,
92,96.4300000000,96.6606949612,-0.2307505792,-1199.3931620597,-1307.6508007363,
93,98.4500000000,96.4206696274,2.0292739943,11035.6886787982,11065.0997447081,
94,97.9100000000,98.4409015675,-0.5309504185,-2852.0196922749,-2829.9789622513,
95,97.5000000000,97.9008368539,-0.4008882720,-2133.7207971673,-1983.0650036735,
96,94.7700000000,97.4907895287,-2.7208427898,-13628.0865060735,-13562.6175482799,
97,93.5300000000,94.7604766260,-1.2305416583,-6006.9504447331,-5908.3291939656,
98,91.6500000000,93.5203535709,-1.8704221091,-8791.2416854147,-8693.2786686910,
99,89.7500000000,91.6401795518,-1.8902523473,-8564.2519964536,-8714.2098135743,
100,92.7600000000,89.7400219588,3.0199024876,14487.3857043243,14406.8776025162,
101,94.3200000000,92.7502619953,1.5696658798,7770.0754643352,7726.2056455604,
102,95.1500000000,94.3104070059,0.8395249458,4228.2498543474,4314.2381362032,
103,93.5300000000,95.1404908938,-1.6105559568,-7844.6457776302,-7883.0143711609,
104,94.2600000000,93.5203295858,0.7395991113,3656.5353396009,3552.2326932784,
105,96.2600000000,94.2504003558,2.0095308413,10353.9060840009,10327.7775988485,
106,96.7400000000,96.2505999815,0.4893392507,2547.7681434407,2527.3928093510,
107,97.1100000000,96.7306536284,0.3792882022,1991.0074512859,1889.8544474603,
108,98.9900000000,97.1006962881,1.8892477402,10336.4445575317,10523.1612928009,
109,95.6600000000,98.9809113916,-3.3209555408,-16864.6629372251,-16885.2957692750,
110,96.0400000000,95.6505151962,0.3894165681,1993.6781058584,2130.9495773370,
111,93.4900000000,96.0305563222,-2.5406224750,-12338.0132219377,-12267.3496913302,
112,92.1300000000,93.4802967141,-1.3503763709,-6385.9732988661,-6331.7480027207,
113,91.0700000000,92.1201762289,-1.0502611282,-4868.0318176358,-4880.2229871847,
114,91.3000000000,91.0600896905,0.2398219978,1116.6258970023,1105.4288199745,
115,91.5100000000,91.2901100829,0.2198024062,1027.6745367412,909.1218765305,
116,93.8500000000,91.5001290717,2.3497842151,11487.8025875294,11582.5110628316,
