iteration,omega,theta,xi,rho,likelihood
492,0.20583,2.27786,0.357728,-0.898562,32049.4
493,0.20583,2.27786,0.357728,0.101438,-32078.7
494,0.20583,2.27786,0.357728,-0.0915786,-32218.5
495,0.20583,2.27786,0.357728,-0.223479,-32250.5
496,0.20583,2.27786,0.357728,-0.213319,-32250.5
497,0.20583,2.27786,0.357728,-0.219286,-32250.6
498,0.20583,2.27786,0.357728,-0.219385,-32250.6
499,0.20583,2.27786,0.357728,-0.219403,-32250.6
500,0.20583,2.27786,0.357728,-0.219404,-32250.6
501,0.20583,2.27786,0.357728,-0.219404,-32250.6
502,0.20583,2.27786,0.357728,-0.22096,-32250.5
503,0.20583,2.27786,0.357728,-0.219998,-32250.6
504,0.20583,2.27786,0.357728,-0.219631,-32250.6
505,0.20583,2.27786,0.357728,-0.219491,-32250.6
506,0.20583,2.27786,0.357728,-0.219437,-32250.6
507,0.20583,2.27786,0.357728,-0.219416,-32250.6
508,0.20583,2.27786,0.357728,-0.219409,-32250.6
509,0.20583,2.27786,0.357728,-0.219406,-32250.6
510,0.20583,2.27786,0.357728,-0.219404,-32250.6
511,0.20583,2.27786,0.357728,-0.219404,-32250.6
512,0.20583,2.27786,0.357728,-0.219404,-32250.6
513,0.20583,2.27786,0.357728,-0.219404,-32250.6
514,0.20583,2.27786,0.357728,-0.219404,-32250.6
515,0.20583,2.27786,0.357728,-0.219404,-32250.6
516,0.20583,2.27786,0.357728,-0.219404,-32250.6
517,0.20583,2.27786,0.357728,-0.219404,-32250.6
518,0.20583,2.27786,0.357728,-0.219404,-32250.6
519,0.20583,2.27786,0.357728,-0.219404,-32250.6
520,0.20583,2.27786,1.35773,-0.219404,11056.2
521,0.20583,2.27786,-1.26031,-0.219404,-31780.5
522,0.20583,2.27786,0.357728,-0.219404,-32250.6
523,0.20583,2.27786,-0.260306,-0.219404,-31997
524,0.20583,2.27786,0.739694,-0.219404,-29046.3
525,0.20583,2.27786,0.0720212,-0.219404,-32168.7
526,0.20583,2.27786,0.503626,-0.219404,-32205.5
527,0.20583,2.27786,0.31867,-0.219404,-32248
528,0.20583,2.27786,0.354533,-0.219404,-32250.5
529,0.20583,2.27786,0.361509,-0.219404,-32250.6
530,0.20583,2.27786,0.361073,-0.219404,-32250.6
531,0.20583,2.27786,0.361054,-0.219404,-32250.6
532,0.20583,2.27786,0.361055,-0.219404,-32250.6
533,0.20583,2.27786,0.361055,-0.219404,-32250.6
534,0.20583,2.27786,0.361055,-0.219404,-32250.6
535,0.20583,2.27786,0.361055,-0.219404,-32250.6
536,0.20583,2.27786,0.361055,-0.219404,-32250.6
537,0.20583,2.27786,0.361055,-0.219404,-32250.6
538,0.20583,2.27786,0.361055,-0.219404,-32250.6
539,0.20583,2.27786,0.361055,-0.219404,-32250.6
540,0.20583,2.27786,0.361055,-0.219404,-32250.6
541,0.20583,2.27786,0.361055,-0.219404,-32250.6
542,0.20583,2.27786,0.361055,-0.219404,-32250.6
543,0.20583,2.27786,0.361055,-0.219404,-32250.6
544,0.20583,2.27786,0.361055,-0.219404,-32250.6
545,0.20583,2.27786,0.361055,-0.219404,-32250.6
546,0.20583,2.27786,0.361055,-0.219404,-32250.6
547,0.20583,2.27786,0.361055,-0.219404,-32250.6
548,0.20583,2.27786,0.361055,-0.219404,-32250.6
549,0.20583,2.27786,0.361055,-0.219404,-32250.6
550,0.265158,3.10609,0.473315,-0.268625,-32254.1
551,0.361153,4.4462,0.654956,-0.348266,-15594.8
552,0.265158,3.10609,0.473315,-0.268625,-32254.1
553,0.301825,3.61796,0.542696,-0.299045,-32211.4
554,0.242497,2.78973,0.430436,-0.249824,-32260.9
555,0.243414,2.80254,0.432172,-0.250585,-32260.9
556,0.239996,2.75481,0.425703,-0.247749,-32261
557,0.239712,2.75085,0.425166,-0.247514,-32261
558,0.239694,2.75061,0.425132,-0.247499,-32261
559,0.239693,2.75059,0.42513,-0.247498,-32261
560,0.239693,2.75059,0.42513,-0.247498,-32261
561,0.239693,2.75059,0.42513,-0.247498,-32261
562,0.239693,2.75059,0.42513,-0.247498,-32261
563,0.239693,2.75059,0.42513,-0.247498,-32261
564,0.239693,2.75059,0.42513,-0.247498,-32261
565,0.239693,2.75059,0.42513,-0.247498,-32261
566,0.239693,2.75059,0.42513,-0.247498,-32261
567,0.239693,2.75059,0.42513,-0.247498,-32261
568,0.239693,2.75059,0.42513,-0.247498,-32261
569,0.320412,3.72666,0.567699,-0.304435,-32231.6
570,0.239693,2.75059,0.42513,-0.247498,-32261
571,0.243723,2.85558,0.437117,-0.23433,-32258
572,0.233172,2.58071,0.405735,-0.268804,-32262.9
573,0.233169,2.58063,0.405726,-0.268813,-32262.9
574,0.233172,2.58071,0.405735,-0.268804,-32262.9
575,0.235663,2.6456,0.413143,-0.260666,-32262.6
576,0.234123,2.60549,0.408564,-0.265695,-32262.9
577,0.233457,2.58814,0.406584,-0.267871,-32262.9
578,0.233462,2.58826,0.406597,-0.267856,-32262.9
579,0.233461,2.58823,0.406594,-0.26786,-32262.9
580,0.233461,2.58823,0.406594,-0.26786,-32262.9
581,0.233459,2.5882,0.40659,-0.267864,-32262.9
582,0.23346,2.58822,0.406592,-0.267862,-32262.9
583,0.233461,2.58823,0.406593,-0.26786,-32262.9
584,0.233461,2.58823,0.406594,-0.26786,-32262.9
585,0.233461,2.58823,0.406594,-0.26786,-32262.9
586,0.233461,2.58823,0.406594,-0.26786,-32262.9
587,0.233461,2.58823,0.406594,-0.26786,-32262.9
588,0.233461,2.58823,0.406594,-0.26786,-32262.9
589,0.233461,2.58823,0.406594,-0.26786,-32262.9
590,0.233461,2.58823,0.406594,-0.26786,-32262.9
591,0.233461,2.58823,0.406594,-0.26786,-32262.9
592,0.233461,2.58823,0.406594,-0.26786,-32262.9
593,0.233461,2.58823,0.406594,-0.26786,-32262.9
594,0.233461,2.58823,0.406594,-0.26786,-32262.9
595,0.233461,2.58823,0.406594,-0.26786,-32262.9
596,0.233461,2.58823,0.406594,0.73214,226449
597,0.233461,2.58823,0.406594,-1.88589,nan
598,0.233461,2.58823,0.406594,-0.26786,-32262.9
599,0.233461,2.58823,0.406594,-0.885894,34871.6
600,0.233461,2.58823,0.406594,0.114106,-32055.9
601,0.233461,2.58823,0.406594,-0.0793589,-32223.9
602,0.233461,2.58823,0.406594,-0.233205,-32268.7
603,0.233461,2.58823,0.406594,-0.215979,-32269
604,0.233461,2.58823,0.406594,-0.222282,-32269.1
605,0.233461,2.58823,0.406594,-0.222074,-32269.1
606,0.233461,2.58823,0.406594,-0.222133,-32269.1
607,0.233461,2.58823,0.406594,-0.222133,-32269.1
608,0.233461,2.58823,0.406594,-0.222133,-32269.1
609,0.233461,2.58823,0.406594,-0.22219,-32269.1
610,0.233461,2.58823,0.406594,-0.222155,-32269.1
611,0.233461,2.58823,0.406594,-0.222141,-32269.1
612,0.233461,2.58823,0.406594,-0.222136,-32269.1
613,0.233461,2.58823,0.406594,-0.222134,-32269.1
614,0.233461,2.58823,0.406594,-0.222134,-32269.1
615,0.233461,2.58823,0.406594,-0.222133,-32269.1
616,0.233461,2.58823,0.406594,-0.222133,-32269.1
617,0.233461,2.58823,0.406594,-0.222133,-32269.1
618,0.233461,2.58823,0.406594,-0.222133,-32269.1
619,0.233461,2.58823,0.406594,-0.222133,-32269.1
620,0.233461,2.58823,0.406594,-0.222133,-32269.1
621,0.233461,2.58823,0.406594,-0.222133,-32269.1
622,0.233461,2.58823,0.406594,-0.222133,-32269.1
623,0.233461,2.58823,0.406594,-0.222133,-32269.1
624,0.233461,2.58823,0.406594,-0.222133,-32269.1
625,0.233461,2.58823,0.406594,-0.222133,-32269.1
626,0.233461,2.58823,0.406594,-0.222133,-32269.1
627,0.233461,2.58823,0.406594,-0.222133,-32269.1
628,0.233461,2.58823,1.40659,-0.222133,14113.6
629,0.233461,2.58823,-1.21144,-0.222133,-31667.4
630,0.233461,2.58823,0.406594,-0.222133,-32269.1
631,0.233461,2.58823,-0.21144,-0.222133,-32020.6
632,0.233461,2.58823,0.78856,-0.222133,-28951.4
633,0.233461,2.58823,0.119697,-0.222133,-32191.2
634,0.233461,2.58823,0.552492,-0.222133,-32227.3
635,0.233461,2.58823,0.368546,-0.222133,-32266.8
636,0.233461,2.58823,0.403169,-0.222133,-32269
637,0.233461,2.58823,0.409493,-0.222133,-32269.1
638,0.233461,2.58823,0.409151,-0.222133,-32269.1
639,0.233461,2.58823,0.409138,-0.222133,-32269.1
640,0.233461,2.58823,0.409139,-0.222133,-32269.1
641,0.233461,2.58823,0.409139,-0.222133,-32269.1
642,0.233461,2.58823,0.409138,-0.222133,-32269.1
643,0.233461,2.58823,0.409139,-0.222133,-32269.1
644,0.233461,2.58823,0.409139,-0.222133,-32269.1
645,0.233461,2.58823,0.409139,-0.222133,-32269.1
646,0.233461,2.58823,0.409139,-0.222133,-32269.1
647,0.233461,2.58823,0.409139,-0.222133,-32269.1
648,0.233461,2.58823,0.409139,-0.222133,-32269.1
649,0.233461,2.58823,0.409139,-0.222133,-32269.1
650,0.233461,2.58823,0.409139,-0.222133,-32269.1
651,0.233461,2.58823,0.409139,-0.222133,-32269.1
652,0.233461,2.58823,0.409139,-0.222133,-32269.1
653,0.233461,2.58823,0.409139,-0.222133,-32269.1
654,0.233461,2.58823,0.409139,-0.222133,-32269.1
655,0.233461,2.58823,0.409139,-0.222133,-32269.1
656,0.233461,2.58823,0.409139,-0.222133,-32269.1
657,0.233461,2.58823,0.409139,-0.222133,-32269.1
658,0.233461,2.58823,0.409139,-0.222133,-32269.1
659,0.233461,2.58823,0.409139,-0.222133,-32269.1
660,0.292789,3.41647,0.521399,-0.271354,-32261.9
661,0.137466,1.24812,0.227498,-0.142492,-32116.1
662,0.233461,2.58823,0.409139,-0.222133,-32269.1
663,0.196794,2.07636,0.339758,-0.191713,-32241.1
664,0.256122,2.90459,0.452018,-0.240934,-32274.8
665,0.259543,2.95235,0.458491,-0.243772,-32274.9
666,0.258733,2.94104,0.456959,-0.2431,-32274.9
667,0.258677,2.94026,0.456853,-0.243054,-32274.9
668,0.258681,2.94031,0.45686,-0.243057,-32274.9
669,0.258681,2.94031,0.45686,-0.243057,-32274.9
670,0.258681,2.94031,0.45686,-0.243057,-32274.9
671,0.25868,2.94029,0.456858,-0.243056,-32274.9
672,0.25868,2.9403,0.456859,-0.243057,-32274.9
673,0.258681,2.94031,0.45686,-0.243057,-32274.9
674,0.258681,2.94031,0.45686,-0.243057,-32274.9
675,0.258681,2.94031,0.45686,-0.243057,-32274.9
676,0.258681,2.94031,0.45686,-0.243057,-32274.9
677,0.258681,2.94031,0.45686,-0.243057,-32274.9
678,0.258681,2.94031,0.45686,-0.243057,-32274.9
679,0.258681,2.94031,0.45686,-0.243057,-32274.9
680,0.258681,2.94031,0.45686,-0.243057,-32274.9
681,0.258681,2.94031,0.45686,-0.243057,-32274.9
682,0.258681,2.94031,0.45686,-0.243057,-32274.9
683,0.277669,3.13004,0.48859,-0.238616,-32286.1
684,0.258681,2.94031,0.45686,-0.243057,-32274.9
685,0.277669,3.13004,0.48859,-0.238616,-32286.1
686,0.308392,3.43702,0.539931,-0.231431,-32300.2
687,0.376804,4.12058,0.654251,-0.215431,-32319.3
688,0.358104,3.93373,0.623002,-0.219804,-32315.3
689,0.376804,4.12058,0.654251,-0.215431,-32319.3
690,0.350673,3.85948,0.610585,-0.221542,-32313.5
691,0.366823,4.02085,0.637572,-0.217765,-32317.3
692,0.372992,4.08248,0.64788,-0.216322,-32318.6
693,0.375348,4.10603,0.651818,-0.215771,-32319
694,0.376248,4.11502,0.653322,-0.215561,-32319.2
695,0.376592,4.11845,0.653896,-0.21548,-32319.3
696,0.376723,4.11977,0.654116,-0.21545,-32319.3
697,0.376773,4.12027,0.654199,-0.215438,-32319.3
698,0.376792,4.12046,0.654231,-0.215434,-32319.3
699,0.3768,4.12053,0.654244,-0.215432,-32319.3
700,0.376803,4.12056,0.654248,-0.215431,-32319.3
701,0.376804,4.12057,0.65425,-0.215431,-32319.3
702,0.376804,4.12057,0.654251,-0.215431,-32319.3
703,0.376804,4.12058,0.654251,-0.215431,-32319.3
704,0.376804,4.12058,0.654251,-0.215431,-32319.3
705,0.376804,4.12058,0.654251,-0.215431,-32319.3
706,0.376804,4.12058,0.654251,-0.215431,-32319.3
707,0.376804,4.12058,0.654251,-0.215431,-32319.3
708,0.376804,4.12058,0.654251,-0.215431,-32319.3
709,0.380834,4.22557,0.666238,-0.202263,-32318.9
710,0.370283,3.9507,0.634856,-0.236737,-32317.6
711,0.376804,4.12058,0.654251,-0.215431,-32319.3
712,0.374313,4.05569,0.646843,-0.223569,-32319
713,0.378344,4.16068,0.65883,-0.210401,-32319.3
714,0.377392,4.13588,0.655999,-0.213511,-32319.3
715,0.377393,4.1359,0.656001,-0.213509,-32319.3
716,0.377393,4.13591,0.656002,-0.213507,-32319.3
717,0.377393,4.13591,0.656002,-0.213507,-32319.3
718,0.377393,4.13591,0.656002,-0.213508,-32319.3
719,0.377393,4.13591,0.656002,-0.213507,-32319.3
720,0.377393,4.13591,0.656002,-0.213507,-32319.3
721,0.377393,4.13591,0.656002,-0.213507,-32319.3
722,0.377393,4.13591,0.656002,-0.213507,-32319.3
723,0.377393,4.13591,0.656002,-0.213507,-32319.3
724,0.377393,4.13591,0.656002,-0.213507,-32319.3
725,0.377393,4.13591,0.656002,-0.213507,-32319.3
726,0.377393,4.13591,0.656002,-0.213507,-32319.3
727,0.377393,4.13591,0.656002,-0.213507,-32319.3
728,0.377393,4.13591,0.656002,-0.213507,-32319.3
729,0.436721,4.96415,0.768262,-0.262728,-32277.5
730,0.281398,2.79581,0.474362,-0.133866,-32243.1
731,0.377393,4.13591,0.656002,-0.213507,-32319.3
732,0.340726,3.62404,0.586622,-0.183087,-32305.5
733,0.400054,4.45227,0.698882,-0.232308,-32315.6
734,0.379681,4.16786,0.660333,-0.215406,-32319.5
735,0.380863,4.18435,0.662567,-0.216386,-32319.5
736,0.38107,4.18724,0.662959,-0.216557,-32319.5
737,0.381058,4.18708,0.662937,-0.216548,-32319.5
738,0.381057,4.18707,0.662936,-0.216547,-32319.5
739,0.381057,4.18707,0.662936,-0.216547,-32319.5
740,0.381058,4.18707,0.662936,-0.216547,-32319.5
741,0.381057,4.18707,0.662936,-0.216547,-32319.5
742,0.381057,4.18707,0.662936,-0.216547,-32319.5
743,0.381057,4.18707,0.662936,-0.216547,-32319.5
744,0.381057,4.18707,0.662936,-0.216547,-32319.5
745,0.381057,4.18707,0.662936,-0.216547,-32319.5
746,0.381057,4.18707,0.662936,-0.216547,-32319.5
747,0.381057,4.18707,0.662936,-0.216547,-32319.5
748,0.381057,4.18707,0.662936,-0.216547,-32319.5
749,0.381057,4.18707,0.662936,-0.216547,-32319.5
750,0.381057,4.18707,0.662936,-0.216547,-32319.5
751,0.381057,4.18707,0.662936,-0.216547,-32319.5
752,0.381057,4.18707,0.662936,-0.216547,-32319.5
753,0.381057,4.18707,0.662936,-0.216547,-32319.5
754,0.381057,4.18707,0.662936,-0.216547,-32319.5
755,0.381057,4.18707,0.662936,-0.216547,-32319.5
756,0.381057,4.18707,0.662936,-0.216547,-32319.5
757,0.381057,4.18707,1.66294,-0.216547,62320.2
758,0.381057,4.18707,-0.955098,-0.216547,-31626.8
759,0.381057,4.18707,0.662936,-0.216547,-32319.5
760,0.381057,4.18707,0.0449022,-0.216547,-32148.9
761,0.381057,4.18707,1.0449,-0.216547,-30088.5
762,0.381057,4.18707,0.376475,-0.216547,-32274.2
763,0.381057,4.18707,0.7421,-0.216547,-32309
764,0.381057,4.18707,0.619175,-0.216547,-32319.4
765,0.381057,4.18707,0.641762,-0.216547,-32319.9
766,0.381057,4.18707,0.641899,-0.216547,-32319.9
767,0.381057,4.18707,0.642266,-0.216547,-32319.9
768,0.381057,4.18707,0.642281,-0.216547,-32319.9
769,0.381057,4.18707,0.642281,-0.216547,-32319.9
770,0.381057,4.18707,0.642281,-0.216547,-32319.9
771,0.381057,4.18707,0.642281,-0.216547,-32319.9
772,0.381057,4.18707,0.642281,-0.216547,-32319.9
773,0.381057,4.18707,0.642281,-0.216547,-32319.9
774,0.381057,4.18707,0.642281,-0.216547,-32319.9
775,0.381057,4.18707,0.642281,-0.216547,-32319.9
776,0.381057,4.18707,0.642281,-0.216547,-32319.9
777,0.381057,4.18707,0.642281,-0.216547,-32319.9
778,0.381057,4.18707,0.642281,-0.216547,-32319.9
779,0.381057,4.18707,0.642281,-0.216547,-32319.9
780,0.381057,4.18707,0.642281,-0.216547,-32319.9
781,0.381057,4.18707,0.642281,-0.216547,-32319.9
782,0.381057,4.18707,0.642281,-0.216547,-32319.9
783,0.381057,4.18707,0.642281,-0.216547,-32319.9
784,0.381057,4.18707,0.642281,-0.216547,-32319.9
785,0.499181,5.36734,0.839672,-0.188921,-32331.6
786,0.690309,7.27704,1.15906,-0.144221,-32326.1
787,0.499181,5.36734,0.839672,-0.188921,-32331.6
788,0.572185,6.09678,0.961666,-0.171847,-32332
789,0.617304,6.5476,1.03706,-0.161295,-32330.5
790,0.544247,5.81763,0.914981,-0.178381,-32332.2
791,0.543393,5.8091,0.913553,-0.178581,-32332.2
792,0.542255,5.79772,0.911651,-0.178847,-32332.2
793,0.542325,5.79842,0.911768,-0.178831,-32332.2
794,0.542326,5.79844,0.911771,-0.17883,-32332.2
795,0.542326,5.79844,0.911771,-0.17883,-32332.2
796,0.542326,5.79843,0.91177,-0.178831,-32332.2
797,0.542326,5.79843,0.91177,-0.178831,-32332.2
798,0.542326,5.79844,0.911771,-0.17883,-32332.2
799,0.542326,5.79844,0.911771,-0.17883,-32332.2
800,0.542326,5.79844,0.911771,-0.17883,-32332.2
801,0.542326,5.79844,0.911771,-0.17883,-32332.2
802,0.542326,5.79844,0.911771,-0.17883,-32332.2
803,0.542326,5.79844,0.911771,-0.17883,-32332.2
804,0.825972,8.65656,1.36668,-0.114604,-32312.1
805,0.542326,5.79844,0.911771,-0.17883,-32332.2
806,0.546357,5.90343,0.923758,-0.165663,-32330.8
807,0.535805,5.62856,0.892375,-0.200136,-32331.8
808,0.542326,5.79844,0.911771,-0.17883,-32332.2
809,0.539836,5.73355,0.904362,-0.186969,-32332.5
810,0.538296,5.69344,0.899784,-0.191998,-32332.4
811,0.539878,5.73464,0.904487,-0.186831,-32332.5
812,0.539882,5.73475,0.9045,-0.186818,-32332.5
813,0.539882,5.73475,0.904499,-0.186818,-32332.5
814,0.539882,5.73475,0.904499,-0.186818,-32332.5
815,0.539882,5.73475,0.9045,-0.186818,-32332.5
816,0.539882,5.73475,0.9045,-0.186818,-32332.5
817,0.539882,5.73475,0.9045,-0.186818,-32332.5
818,0.539882,5.73475,0.9045,-0.186818,-32332.5
819,0.539882,5.73475,0.9045,-0.186818,-32332.5
820,0.539882,5.73475,0.9045,-0.186818,-32332.5
821,0.539882,5.73475,0.9045,-0.186818,-32332.5
822,0.539882,5.73475,0.9045,-0.186818,-32332.5
823,0.539882,5.73475,0.9045,-0.186818,-32332.5
824,0.539882,5.73475,0.9045,-0.186818,-32332.5
825,0.539882,5.73475,0.9045,-0.186818,-32332.5
826,0.539882,5.73475,0.9045,-0.186818,-32332.5
827,0.539882,5.73475,0.9045,-0.186818,-32332.5
828,0.539882,5.73475,0.9045,-0.186818,-32332.5
829,0.539882,5.73475,0.9045,-0.186818,-32332.5
830,0.59921,6.56298,1.01676,-0.236039,-32289.9
831,0.443887,4.39464,0.722859,-0.107177,-32253.1
832,0.539882,5.73475,0.9045,-0.186818,-32332.5
833,0.503215,5.22287,0.835119,-0.156398,-32315.2
834,0.562543,6.05111,0.947379,-0.205619,-32331.1
835,0.547727,5.84428,0.919345,-0.193327,-32333.3
836,0.548362,5.85314,0.920547,-0.193854,-32333.3
837,0.548748,5.85852,0.921276,-0.194174,-32333.3
838,0.548716,5.85808,0.921216,-0.194147,-32333.3
839,0.548715,5.85807,0.921215,-0.194147,-32333.3
840,0.548715,5.85807,0.921215,-0.194147,-32333.3
841,0.548715,5.85807,0.921214,-0.194146,-32333.3
842,0.548715,5.85807,0.921214,-0.194147,-32333.3
843,0.548715,5.85807,0.921215,-0.194147,-32333.3
844,0.548715,5.85807,0.921215,-0.194147,-32333.3
845,0.548715,5.85807,0.921215,-0.194147,-32333.3
846,0.548715,5.85807,0.921215,-0.194147,-32333.3
847,0.548715,5.85807,0.921215,-0.194147,-32333.3
848,0.548715,5.85807,0.921215,-0.194147,-32333.3
849,0.548715,5.85807,0.921215,-0.194147,-32333.3
850,0.548715,5.85807,0.921215,-0.194147,-32333.3
851,0.548715,5.85807,0.921215,-0.194147,-32333.3
852,0.548715,5.85807,1.92121,-0.194147,8501.42
853,0.548715,5.85807,-0.696819,-0.194147,-31848.2
854,0.548715,5.85807,0.921215,-0.194147,-32333.3
855,0.548715,5.85807,0.303181,-0.194147,-32218.3
856,0.548715,5.85807,1.30318,-0.194147,-20871.2
857,0.548715,5.85807,0.615278,-0.194147,-32298.5
858,0.548715,5.85807,1.01407,-0.194147,-32326
859,0.548715,5.85807,0.886516,-0.194147,-32333.1
860,0.548715,5.85807,0.908644,-0.194147,-32333.4
861,0.548715,5.85807,0.909558,-0.194147,-32333.4
862,0.548715,5.85807,0.909732,-0.194147,-32333.4
863,0.548715,5.85807,0.909742,-0.194147,-32333.4
864,0.548715,5.85807,0.909742,-0.194147,-32333.4
865,0.548715,5.85807,0.909742,-0.194147,-32333.4
866,0.548715,5.85807,0.909738,-0.194147,-32333.4
867,0.548715,5.85807,0.909741,-0.194147,-32333.4
868,0.548715,5.85807,0.909742,-0.194147,-32333.4
869,0.548715,5.85807,0.909742,-0.194147,-32333.4
870,0.548715,5.85807,0.909742,-0.194147,-32333.4
871,0.548715,5.85807,0.909742,-0.194147,-32333.4
872,0.548715,5.85807,0.909742,-0.194147,-32333.4
873,0.548715,5.85807,0.909742,-0.194147,-32333.4
874,0.548715,5.85807,0.909742,-0.194147,-32333.4
875,0.548715,5.85807,0.909742,-0.194147,-32333.4
876,0.548715,5.85807,0.909742,-0.194147,-32333.4
877,0.548715,5.85807,0.909742,-0.194147,-32333.4
878,0.548715,5.85807,0.909742,-0.194147,-32333.4
879,0.548715,5.85807,0.909742,-0.194147,-32333.4
880,0.548715,5.85807,0.909742,-0.194147,-32333.4
881,0.548715,5.85807,0.909742,-0.194147,-32333.4
882,0.548715,5.85807,0.909742,-0.194147,-32333.4
883,0.548715,5.85807,0.909742,-0.194147,-32333.4
884,0.548715,5.85807,0.909742,-0.194147,-32333.4
885,0.666839,7.03834,1.10713,-0.166521,-32330.8
886,0.357588,3.94836,0.590357,-0.238847,-32314.4
887,0.548715,5.85807,0.909742,-0.194147,-32333.4
888,0.475711,5.12863,0.787748,-0.211221,-32330.9
889,0.593835,6.30889,0.985139,-0.183594,-32333.2
890,0.564583,6.01662,0.936258,-0.190436,-32333.4
891,0.563359,6.00438,0.934212,-0.190722,-32333.4
892,0.563035,6.00115,0.933671,-0.190798,-32333.4
893,0.563012,6.00092,0.933632,-0.190803,-32333.4
894,0.563012,6.00092,0.933633,-0.190803,-32333.4
895,0.563013,6.00093,0.933634,-0.190803,-32333.4
896,0.563012,6.00092,0.933633,-0.190803,-32333.4
897,0.563012,6.00092,0.933633,-0.190803,-32333.4
898,0.563012,6.00092,0.933633,-0.190803,-32333.4
899,0.563012,6.00092,0.933633,-0.190803,-32333.4
900,0.563012,6.00092,0.933633,-0.190803,-32333.4
901,0.563012,6.00092,0.933633,-0.190803,-32333.4
902,0.563012,6.00092,0.933633,-0.190803,-32333.4
903,0.563012,6.00092,0.933633,-0.190803,-32333.4
904,0.563012,6.00092,0.933633,-0.190803,-32333.4
905,0.563012,6.00092,0.933633,-0.190803,-32333.4
906,0.563012,6.00092,0.933633,-0.190803,-32333.4
907,0.563012,6.00092,0.933633,-0.190803,-32333.4
908,0.563012,6.00092,0.933633,-0.190803,-32333.4
909,0.563012,6.00092,0.933633,-0.190803,-32333.4
910,0.583699,6.20341,0.955496,-0.202776,-32332.7
911,0.563012,6.00092,0.933633,-0.190803,-32333.4
912,0.567043,6.10592,0.94562,-0.177635,-32333.2
913,0.556491,5.83104,0.914238,-0.212109,-32331.1
914,0.563012,6.00092,0.933633,-0.190803,-32333.4
915,0.560522,5.93604,0.926225,-0.198941,-32332.9
916,0.564552,6.04103,0.938212,-0.185773,-32333.5
917,0.564364,6.03614,0.937653,-0.186387,-32333.5
918,0.56436,6.03604,0.937643,-0.186399,-32333.5
919,0.564361,6.03605,0.937643,-0.186398,-32333.5
920,0.564361,6.03605,0.937643,-0.186398,-32333.5
921,0.564361,6.03605,0.937643,-0.186398,-32333.5
922,0.564361,6.03605,0.937643,-0.186398,-32333.5
923,0.564361,6.03605,0.937643,-0.186398,-32333.5
924,0.564361,6.03605,0.937643,-0.186398,-32333.5
925,0.564361,6.03605,0.937643,-0.186398,-32333.5
926,0.564361,6.03605,0.937643,-0.186398,-32333.5
927,0.564361,6.03605,0.937643,-0.186398,-32333.5
928,0.564361,6.03605,0.937643,-0.186398,-32333.5
929,0.564361,6.03605,0.937643,-0.186398,-32333.5
930,0.564361,6.03605,0.937643,-0.186398,-32333.5
931,0.623689,6.86428,1.0499,-0.235619,-32277.6
932,0.468366,4.69594,0.756003,-0.106757,-32260.9
933,0.564361,6.03605,0.937643,-0.186398,-32333.5
934,0.527694,5.52417,0.868263,-0.155978,-32318.7
935,0.587022,6.3524,0.980523,-0.205199,-32330
936,0.56747,6.07945,0.943526,-0.188977,-32333.7
937,0.56889,6.09928,0.946213,-0.190156,-32333.7
938,0.569235,6.1041,0.946867,-0.190442,-32333.7
939,0.569208,6.10371,0.946815,-0.190419,-32333.7
940,0.569206,6.10369,0.946812,-0.190418,-32333.7
941,0.569206,6.1037,0.946812,-0.190418,-32333.7
942,0.569207,6.1037,0.946813,-0.190418,-32333.7
943,0.569206,6.1037,0.946813,-0.190418,-32333.7
944,0.569206,6.1037,0.946813,-0.190418,-32333.7
945,0.569206,6.10369,0.946812,-0.190418,-32333.7
946,0.569206,6.1037,0.946813,-0.190418,-32333.7
947,0.569206,6.1037,0.946812,-0.190418,-32333.7
948,0.569206,6.1037,0.946813,-0.190418,-32333.7
949,0.569206,6.1037,0.946813,-0.190418,-32333.7
950,0.569206,6.1037,0.946813,-0.190418,-32333.7
951,0.569206,6.1037,0.946813,-0.190418,-32333.7
952,0.569206,6.1037,0.946813,-0.190418,-32333.7
953,0.569206,6.1037,0.946813,-0.190418,-32333.7
954,0.569206,6.1037,0.946813,-0.190418,-32333.7
955,0.569206,6.1037,0.946813,-0.190418,-32333.7
956,0.569206,6.1037,1.94681,-0.190418,-5680.6
957,0.569206,6.1037,-0.671221,-0.190418,-31867.8
958,0.569206,6.1037,0.946813,-0.190418,-32333.7
959,0.569206,6.1037,0.328779,-0.190418,-32223.4
960,0.569206,6.1037,1.32878,-0.190418,-20900
961,0.569206,6.1037,0.64076,-0.190418,-32300
962,0.569206,6.1037,1.04465,-0.190418,-32326.7
963,0.569206,6.1037,0.915696,-0.190418,-32333.5
964,0.569206,6.1037,0.937468,-0.190418,-32333.8
965,0.569206,6.1037,0.938663,-0.190418,-32333.8
966,0.569206,6.1037,0.938773,-0.190418,-32333.8
967,0.569206,6.1037,0.938781,-0.190418,-32333.8
968,0.569206,6.1037,0.938781,-0.190418,-32333.8
969,0.569206,6.1037,0.938782,-0.190418,-32333.8
970,0.569206,6.1037,0.938781,-0.190418,-32333.8
971,0.569206,6.1037,0.938781,-0.190418,-32333.8
972,0.569206,6.1037,0.938781,-0.190418,-32333.8
973,0.569206,6.1037,0.938781,-0.190418,-32333.8
974,0.569206,6.1037,0.938781,-0.190418,-32333.8
975,0.569206,6.1037,0.938781,-0.190418,-32333.8
